arquivo,classe,split_origem,largura_px,altura_px,modo_cor,canais,formato,bytes,no_repositorio,origem_hf
assets/ecg/teste/infarto/MI(207).jpg,infarto,teste,227,227,RGB,3,JPEG,42480,sim,data/test/myocardial infarctions/MI(207).jpg
assets/ecg/teste/infarto/MI(208).jpg,infarto,teste,227,227,RGB,3,JPEG,43159,sim,data/test/myocardial infarctions/MI(208).jpg
assets/ecg/teste/infarto/MI(209).jpg,infarto,teste,227,227,RGB,3,JPEG,40863,sim,data/test/myocardial infarctions/MI(209).jpg
assets/ecg/teste/infarto/MI(210).jpg,infarto,teste,227,227,RGB,3,JPEG,42507,sim,data/test/myocardial infarctions/MI(210).jpg
assets/ecg/teste/infarto/MI(211).jpg,infarto,teste,227,227,RGB,3,JPEG,42568,sim,data/test/myocardial infarctions/MI(211).jpg
assets/ecg/teste/infarto/MI(212).jpg,infarto,teste,227,227,RGB,3,JPEG,45586,sim,data/test/myocardial infarctions/MI(212).jpg
assets/ecg/teste/infarto/MI(213).jpg,infarto,teste,227,227,RGB,3,JPEG,41161,sim,data/test/myocardial infarctions/MI(213).jpg
assets/ecg/teste/infarto/MI(214).jpg,infarto,teste,227,227,RGB,3,JPEG,40867,sim,data/test/myocardial infarctions/MI(214).jpg
assets/ecg/teste/infarto/MI(216).jpg,infarto,teste,227,227,RGB,3,JPEG,44442,sim,data/test/myocardial infarctions/MI(216).jpg
assets/ecg/teste/infarto/MI(217).jpg,infarto,teste,227,227,RGB,3,JPEG,42271,sim,data/test/myocardial infarctions/MI(217).jpg
assets/ecg/teste/infarto/MI(218).jpg,infarto,teste,227,227,RGB,3,JPEG,43474,sim,data/test/myocardial infarctions/MI(218).jpg
assets/ecg/teste/infarto/MI(219).jpg,infarto,teste,227,227,RGB,3,JPEG,43362,sim,data/test/myocardial infarctions/MI(219).jpg
assets/ecg/teste/infarto/MI(220).jpg,infarto,teste,227,227,RGB,3,JPEG,40845,sim,data/test/myocardial infarctions/MI(220).jpg
assets/ecg/teste/infarto/MI(221).jpg,infarto,teste,227,227,RGB,3,JPEG,41657,sim,data/test/myocardial infarctions/MI(221).jpg
assets/ecg/teste/infarto/MI(222).jpg,infarto,teste,227,227,RGB,3,JPEG,42291,sim,data/test/myocardial infarctions/MI(222).jpg
assets/ecg/teste/infarto/MI(223).jpg,infarto,teste,227,227,RGB,3,JPEG,41545,sim,data/test/myocardial infarctions/MI(223).jpg
assets/ecg/teste/infarto/MI(224).jpg,infarto,teste,227,227,RGB,3,JPEG,42729,sim,data/test/myocardial infarctions/MI(224).jpg
assets/ecg/teste/infarto/MI(225).jpg,infarto,teste,227,227,RGB,3,JPEG,42953,sim,data/test/myocardial infarctions/MI(225).jpg
assets/ecg/teste/infarto/MI(226).jpg,infarto,teste,227,227,RGB,3,JPEG,42419,sim,data/test/myocardial infarctions/MI(226).jpg
assets/ecg/teste/infarto/MI(227).jpg,infarto,teste,227,227,RGB,3,JPEG,42869,sim,data/test/myocardial infarctions/MI(227).jpg
assets/ecg/teste/infarto/MI(228).jpg,infarto,teste,227,227,RGB,3,JPEG,42132,sim,data/test/myocardial infarctions/MI(228).jpg
assets/ecg/teste/infarto/MI(229).jpg,infarto,teste,227,227,RGB,3,JPEG,41176,sim,data/test/myocardial infarctions/MI(229).jpg
assets/ecg/teste/infarto/MI(230).jpg,infarto,teste,227,227,RGB,3,JPEG,43288,sim,data/test/myocardial infarctions/MI(230).jpg
assets/ecg/teste/infarto/MI(231).jpg,infarto,teste,227,227,RGB,3,JPEG,42085,sim,data/test/myocardial infarctions/MI(231).jpg
assets/ecg/teste/infarto/MI(232).jpg,infarto,teste,227,227,RGB,3,JPEG,43215,sim,data/test/myocardial infarctions/MI(232).jpg
assets/ecg/teste/infarto/MI(233).jpg,infarto,teste,227,227,RGB,3,JPEG,41899,sim,data/test/myocardial infarctions/MI(233).jpg
assets/ecg/teste/infarto/MI(234).jpg,infarto,teste,227,227,RGB,3,JPEG,46928,sim,data/test/myocardial infarctions/MI(234).jpg
assets/ecg/teste/infarto/MI(235).jpg,infarto,teste,227,227,RGB,3,JPEG,40424,sim,data/test/myocardial infarctions/MI(235).jpg
assets/ecg/teste/infarto/MI(236).jpg,infarto,teste,227,227,RGB,3,JPEG,43244,sim,data/test/myocardial infarctions/MI(236).jpg
assets/ecg/teste/infarto/MI(237).jpg,infarto,teste,227,227,RGB,3,JPEG,42480,sim,data/test/myocardial infarctions/MI(237).jpg
assets/ecg/teste/infarto/MI(238).jpg,infarto,teste,227,227,RGB,3,JPEG,43159,sim,data/test/myocardial infarctions/MI(238).jpg
assets/ecg/teste/infarto/MI(239).jpg,infarto,teste,227,227,RGB,3,JPEG,40863,sim,data/test/myocardial infarctions/MI(239).jpg
assets/ecg/teste/infarto/MI(240).jpg,infarto,teste,227,227,RGB,3,JPEG,42507,sim,data/test/myocardial infarctions/MI(240).jpg
assets/ecg/teste/normal/Normal(210).jpg,normal,teste,227,227,RGB,3,JPEG,40312,sim,data/test/normal/Normal(210).jpg
assets/ecg/teste/normal/Normal(211).jpg,normal,teste,227,227,RGB,3,JPEG,40915,sim,data/test/normal/Normal(211).jpg
assets/ecg/teste/normal/Normal(212).jpg,normal,teste,227,227,RGB,3,JPEG,42082,sim,data/test/normal/Normal(212).jpg
assets/ecg/teste/normal/Normal(213).jpg,normal,teste,227,227,RGB,3,JPEG,42505,sim,data/test/normal/Normal(213).jpg
assets/ecg/teste/normal/Normal(214).jpg,normal,teste,227,227,RGB,3,JPEG,41629,sim,data/test/normal/Normal(214).jpg
assets/ecg/teste/normal/Normal(215).jpg,normal,teste,227,227,RGB,3,JPEG,41011,sim,data/test/normal/Normal(215).jpg
assets/ecg/teste/normal/Normal(216).jpg,normal,teste,227,227,RGB,3,JPEG,43083,sim,data/test/normal/Normal(216).jpg
assets/ecg/teste/normal/Normal(217).jpg,normal,teste,227,227,RGB,3,JPEG,40684,sim,data/test/normal/Normal(217).jpg
assets/ecg/teste/normal/Normal(218).jpg,normal,teste,227,227,RGB,3,JPEG,41818,sim,data/test/normal/Normal(218).jpg
assets/ecg/teste/normal/Normal(219).jpg,normal,teste,227,227,RGB,3,JPEG,40459,sim,data/test/normal/Normal(219).jpg
assets/ecg/teste/normal/Normal(220).jpg,normal,teste,227,227,RGB,3,JPEG,43742,sim,data/test/normal/Normal(220).jpg
assets/ecg/teste/normal/Normal(221).jpg,normal,teste,227,227,RGB,3,JPEG,41478,sim,data/test/normal/Normal(221).jpg
assets/ecg/teste/normal/Normal(222).jpg,normal,teste,227,227,RGB,3,JPEG,40983,sim,data/test/normal/Normal(222).jpg
assets/ecg/teste/normal/Normal(223).jpg,normal,teste,227,227,RGB,3,JPEG,40977,sim,data/test/normal/Normal(223).jpg
assets/ecg/teste/normal/Normal(224).jpg,normal,teste,227,227,RGB,3,JPEG,40827,sim,data/test/normal/Normal(224).jpg
assets/ecg/teste/normal/Normal(225).jpg,normal,teste,227,227,RGB,3,JPEG,42186,sim,data/test/normal/Normal(225).jpg
assets/ecg/teste/normal/Normal(226).jpg,normal,teste,227,227,RGB,3,JPEG,42209,sim,data/test/normal/Normal(226).jpg
assets/ecg/teste/normal/Normal(227).jpg,normal,teste,227,227,RGB,3,JPEG,42246,sim,data/test/normal/Normal(227).jpg
assets/ecg/teste/normal/Normal(228).jpg,normal,teste,227,227,RGB,3,JPEG,41108,sim,data/test/normal/Normal(228).jpg
assets/ecg/teste/normal/Normal(229).jpg,normal,teste,227,227,RGB,3,JPEG,42089,sim,data/test/normal/Normal(229).jpg
assets/ecg/teste/normal/Normal(230).jpg,normal,teste,227,227,RGB,3,JPEG,42351,sim,data/test/normal/Normal(230).jpg
assets/ecg/teste/normal/Normal(231).jpg,normal,teste,227,227,RGB,3,JPEG,41108,sim,data/test/normal/Normal(231).jpg
assets/ecg/teste/normal/Normal(232).jpg,normal,teste,227,227,RGB,3,JPEG,42804,sim,data/test/normal/Normal(232).jpg
assets/ecg/teste/normal/Normal(233).jpg,normal,teste,227,227,RGB,3,JPEG,42989,sim,data/test/normal/Normal(233).jpg
assets/ecg/teste/normal/Normal(234).jpg,normal,teste,227,227,RGB,3,JPEG,41541,sim,data/test/normal/Normal(234).jpg
assets/ecg/teste/normal/Normal(235).jpg,normal,teste,227,227,RGB,3,JPEG,41704,sim,data/test/normal/Normal(235).jpg
assets/ecg/teste/normal/Normal(236).jpg,normal,teste,227,227,RGB,3,JPEG,42317,sim,data/test/normal/Normal(236).jpg
assets/ecg/teste/normal/Normal(237).jpg,normal,teste,227,227,RGB,3,JPEG,41944,sim,data/test/normal/Normal(237).jpg
assets/ecg/teste/normal/Normal(238).jpg,normal,teste,227,227,RGB,3,JPEG,41893,sim,data/test/normal/Normal(238).jpg
assets/ecg/teste/normal/Normal(239).jpg,normal,teste,227,227,RGB,3,JPEG,41776,sim,data/test/normal/Normal(239).jpg
assets/ecg/teste/normal/Normal(240).jpg,normal,teste,227,227,RGB,3,JPEG,41761,sim,data/test/normal/Normal(240).jpg
assets/ecg/teste/normal/Normal(241).jpg,normal,teste,227,227,RGB,3,JPEG,42076,sim,data/test/normal/Normal(241).jpg
assets/ecg/teste/normal/Normal(242).jpg,normal,teste,227,227,RGB,3,JPEG,40852,sim,data/test/normal/Normal(242).jpg
assets/ecg/teste/normal/Normal(243).jpg,normal,teste,227,227,RGB,3,JPEG,40695,sim,data/test/normal/Normal(243).jpg
assets/ecg/teste/normal/Normal(244).jpg,normal,teste,227,227,RGB,3,JPEG,40797,sim,data/test/normal/Normal(244).jpg
assets/ecg/teste/normal/Normal(245).jpg,normal,teste,227,227,RGB,3,JPEG,41461,sim,data/test/normal/Normal(245).jpg
assets/ecg/teste/normal/Normal(246).jpg,normal,teste,227,227,RGB,3,JPEG,40569,sim,data/test/normal/Normal(246).jpg
assets/ecg/teste/normal/Normal(247).jpg,normal,teste,227,227,RGB,3,JPEG,42142,sim,data/test/normal/Normal(247).jpg
assets/ecg/teste/normal/Normal(248).jpg,normal,teste,227,227,RGB,3,JPEG,40913,sim,data/test/normal/Normal(248).jpg
assets/ecg/teste/normal/Normal(249).jpg,normal,teste,227,227,RGB,3,JPEG,41273,sim,data/test/normal/Normal(249).jpg
assets/ecg/teste/normal/Normal(250).jpg,normal,teste,227,227,RGB,3,JPEG,41651,sim,data/test/normal/Normal(250).jpg
assets/ecg/teste/normal/Normal(251).jpg,normal,teste,227,227,RGB,3,JPEG,41850,sim,data/test/normal/Normal(251).jpg
assets/ecg/teste/normal/Normal(252).jpg,normal,teste,227,227,RGB,3,JPEG,41386,sim,data/test/normal/Normal(252).jpg
assets/ecg/teste/normal/Normal(253).jpg,normal,teste,227,227,RGB,3,JPEG,42285,sim,data/test/normal/Normal(253).jpg
assets/ecg/teste/normal/Normal(254).jpg,normal,teste,227,227,RGB,3,JPEG,41102,sim,data/test/normal/Normal(254).jpg
assets/ecg/teste/normal/Normal(255).jpg,normal,teste,227,227,RGB,3,JPEG,42346,sim,data/test/normal/Normal(255).jpg
assets/ecg/teste/normal/Normal(256).jpg,normal,teste,227,227,RGB,3,JPEG,42478,sim,data/test/normal/Normal(256).jpg
assets/ecg/teste/normal/Normal(257).jpg,normal,teste,227,227,RGB,3,JPEG,40260,sim,data/test/normal/Normal(257).jpg
assets/ecg/teste/normal/Normal(258).jpg,normal,teste,227,227,RGB,3,JPEG,40707,sim,data/test/normal/Normal(258).jpg
assets/ecg/teste/normal/Normal(259).jpg,normal,teste,227,227,RGB,3,JPEG,43654,sim,data/test/normal/Normal(259).jpg
assets/ecg/teste/normal/Normal(260).jpg,normal,teste,227,227,RGB,3,JPEG,42316,sim,data/test/normal/Normal(260).jpg
assets/ecg/teste/normal/Normal(261).jpg,normal,teste,227,227,RGB,3,JPEG,41229,sim,data/test/normal/Normal(261).jpg
assets/ecg/teste/normal/Normal(262).jpg,normal,teste,227,227,RGB,3,JPEG,41706,sim,data/test/normal/Normal(262).jpg
assets/ecg/teste/normal/Normal(263).jpg,normal,teste,227,227,RGB,3,JPEG,41411,sim,data/test/normal/Normal(263).jpg
assets/ecg/teste/normal/Normal(264).jpg,normal,teste,227,227,RGB,3,JPEG,42152,sim,data/test/normal/Normal(264).jpg
assets/ecg/teste/normal/Normal(265).jpg,normal,teste,227,227,RGB,3,JPEG,41422,sim,data/test/normal/Normal(265).jpg
assets/ecg/teste/normal/Normal(266).jpg,normal,teste,227,227,RGB,3,JPEG,42507,sim,data/test/normal/Normal(266).jpg
assets/ecg/teste/normal/Normal(267).jpg,normal,teste,227,227,RGB,3,JPEG,41525,sim,data/test/normal/Normal(267).jpg
assets/ecg/teste/normal/Normal(268).jpg,normal,teste,227,227,RGB,3,JPEG,42454,sim,data/test/normal/Normal(268).jpg
assets/ecg/teste/normal/Normal(269).jpg,normal,teste,227,227,RGB,3,JPEG,41498,sim,data/test/normal/Normal(269).jpg
assets/ecg/teste/normal/Normal(270).jpg,normal,teste,227,227,RGB,3,JPEG,41456,sim,data/test/normal/Normal(270).jpg
assets/ecg/teste/normal/Normal(271).jpg,normal,teste,227,227,RGB,3,JPEG,42196,sim,data/test/normal/Normal(271).jpg
assets/ecg/teste/normal/Normal(272).jpg,normal,teste,227,227,RGB,3,JPEG,41611,sim,data/test/normal/Normal(272).jpg
assets/ecg/teste/normal/Normal(273).jpg,normal,teste,227,227,RGB,3,JPEG,40994,sim,data/test/normal/Normal(273).jpg
assets/ecg/teste/normal/Normal(274).jpg,normal,teste,227,227,RGB,3,JPEG,41833,sim,data/test/normal/Normal(274).jpg
assets/ecg/teste/normal/Normal(275).jpg,normal,teste,227,227,RGB,3,JPEG,41313,sim,data/test/normal/Normal(275).jpg
assets/ecg/teste/normal/Normal(276).jpg,normal,teste,227,227,RGB,3,JPEG,41833,sim,data/test/normal/Normal(276).jpg
assets/ecg/teste/normal/Normal(277).jpg,normal,teste,227,227,RGB,3,JPEG,42436,sim,data/test/normal/Normal(277).jpg
assets/ecg/teste/normal/Normal(278).jpg,normal,teste,227,227,RGB,3,JPEG,41518,sim,data/test/normal/Normal(278).jpg
assets/ecg/teste/normal/Normal(279).jpg,normal,teste,227,227,RGB,3,JPEG,41461,sim,data/test/normal/Normal(279).jpg
assets/ecg/teste/normal/Normal(280).jpg,normal,teste,227,227,RGB,3,JPEG,42272,sim,data/test/normal/Normal(280).jpg
assets/ecg/teste/normal/Normal(281).jpg,normal,teste,227,227,RGB,3,JPEG,40768,sim,data/test/normal/Normal(281).jpg
assets/ecg/teste/normal/Normal(282).jpg,normal,teste,227,227,RGB,3,JPEG,41227,sim,data/test/normal/Normal(282).jpg
assets/ecg/teste/normal/Normal(283).jpg,normal,teste,227,227,RGB,3,JPEG,42526,sim,data/test/normal/Normal(283).jpg
assets/ecg/teste/normal/Normal(284).jpg,normal,teste,227,227,RGB,3,JPEG,41079,sim,data/test/normal/Normal(284).jpg
assets/ecg/treino/infarto/MI(1).jpg,infarto,treino,227,227,RGB,3,JPEG,42568,sim,data/train/myocardial infarctions/MI(1).jpg
assets/ecg/treino/infarto/MI(10).jpg,infarto,treino,227,227,RGB,3,JPEG,40845,sim,data/train/myocardial infarctions/MI(10).jpg
assets/ecg/treino/infarto/MI(100).jpg,infarto,treino,227,227,RGB,3,JPEG,40845,sim,data/train/myocardial infarctions/MI(100).jpg
assets/ecg/treino/infarto/MI(101).jpg,infarto,treino,227,227,RGB,3,JPEG,41657,sim,data/train/myocardial infarctions/MI(101).jpg
assets/ecg/treino/infarto/MI(102).jpg,infarto,treino,227,227,RGB,3,JPEG,42291,sim,data/train/myocardial infarctions/MI(102).jpg
assets/ecg/treino/infarto/MI(103).jpg,infarto,treino,227,227,RGB,3,JPEG,41545,sim,data/train/myocardial infarctions/MI(103).jpg
assets/ecg/treino/infarto/MI(104).jpg,infarto,treino,227,227,RGB,3,JPEG,42729,sim,data/train/myocardial infarctions/MI(104).jpg
assets/ecg/treino/infarto/MI(105).jpg,infarto,treino,227,227,RGB,3,JPEG,42953,sim,data/train/myocardial infarctions/MI(105).jpg
assets/ecg/treino/infarto/MI(106).jpg,infarto,treino,227,227,RGB,3,JPEG,42419,sim,data/train/myocardial infarctions/MI(106).jpg
assets/ecg/treino/infarto/MI(107).jpg,infarto,treino,227,227,RGB,3,JPEG,42869,sim,data/train/myocardial infarctions/MI(107).jpg
assets/ecg/treino/infarto/MI(108).jpg,infarto,treino,227,227,RGB,3,JPEG,42132,sim,data/train/myocardial infarctions/MI(108).jpg
assets/ecg/treino/infarto/MI(109).jpg,infarto,treino,227,227,RGB,3,JPEG,41176,sim,data/train/myocardial infarctions/MI(109).jpg
assets/ecg/treino/infarto/MI(11).jpg,infarto,treino,227,227,RGB,3,JPEG,41657,sim,data/train/myocardial infarctions/MI(11).jpg
assets/ecg/treino/infarto/MI(110).jpg,infarto,treino,227,227,RGB,3,JPEG,43288,sim,data/train/myocardial infarctions/MI(110).jpg
assets/ecg/treino/infarto/MI(111).jpg,infarto,treino,227,227,RGB,3,JPEG,42085,sim,data/train/myocardial infarctions/MI(111).jpg
assets/ecg/treino/infarto/MI(112).jpg,infarto,treino,227,227,RGB,3,JPEG,43215,sim,data/train/myocardial infarctions/MI(112).jpg
assets/ecg/treino/infarto/MI(113).jpg,infarto,treino,227,227,RGB,3,JPEG,41899,sim,data/train/myocardial infarctions/MI(113).jpg
assets/ecg/treino/infarto/MI(114).jpg,infarto,treino,227,227,RGB,3,JPEG,46928,sim,data/train/myocardial infarctions/MI(114).jpg
assets/ecg/treino/infarto/MI(115).jpg,infarto,treino,227,227,RGB,3,JPEG,40424,sim,data/train/myocardial infarctions/MI(115).jpg
assets/ecg/treino/infarto/MI(116).jpg,infarto,treino,227,227,RGB,3,JPEG,43244,sim,data/train/myocardial infarctions/MI(116).jpg
assets/ecg/treino/infarto/MI(117).jpg,infarto,treino,227,227,RGB,3,JPEG,42480,sim,data/train/myocardial infarctions/MI(117).jpg
assets/ecg/treino/infarto/MI(118).jpg,infarto,treino,227,227,RGB,3,JPEG,43159,sim,data/train/myocardial infarctions/MI(118).jpg
assets/ecg/treino/infarto/MI(119).jpg,infarto,treino,227,227,RGB,3,JPEG,40863,sim,data/train/myocardial infarctions/MI(119).jpg
assets/ecg/treino/infarto/MI(12).jpg,infarto,treino,227,227,RGB,3,JPEG,42291,sim,data/train/myocardial infarctions/MI(12).jpg
assets/ecg/treino/infarto/MI(120).jpg,infarto,treino,227,227,RGB,3,JPEG,42507,sim,data/train/myocardial infarctions/MI(120).jpg
assets/ecg/treino/infarto/MI(121).jpg,infarto,treino,227,227,RGB,3,JPEG,42568,sim,data/train/myocardial infarctions/MI(121).jpg
assets/ecg/treino/infarto/MI(122).jpg,infarto,treino,227,227,RGB,3,JPEG,45586,sim,data/train/myocardial infarctions/MI(122).jpg
assets/ecg/treino/infarto/MI(123).jpg,infarto,treino,227,227,RGB,3,JPEG,41161,sim,data/train/myocardial infarctions/MI(123).jpg
assets/ecg/treino/infarto/MI(124).jpg,infarto,treino,227,227,RGB,3,JPEG,40867,sim,data/train/myocardial infarctions/MI(124).jpg
assets/ecg/treino/infarto/MI(125).jpg,infarto,treino,227,227,RGB,3,JPEG,39894,sim,data/train/myocardial infarctions/MI(125).jpg
assets/ecg/treino/infarto/MI(126).jpg,infarto,treino,227,227,RGB,3,JPEG,44442,sim,data/train/myocardial infarctions/MI(126).jpg
assets/ecg/treino/infarto/MI(127).jpg,infarto,treino,227,227,RGB,3,JPEG,42271,sim,data/train/myocardial infarctions/MI(127).jpg
assets/ecg/treino/infarto/MI(128).jpg,infarto,treino,227,227,RGB,3,JPEG,43474,sim,data/train/myocardial infarctions/MI(128).jpg
assets/ecg/treino/infarto/MI(129).jpg,infarto,treino,227,227,RGB,3,JPEG,43362,sim,data/train/myocardial infarctions/MI(129).jpg
assets/ecg/treino/infarto/MI(13).jpg,infarto,treino,227,227,RGB,3,JPEG,41545,sim,data/train/myocardial infarctions/MI(13).jpg
assets/ecg/treino/infarto/MI(130).jpg,infarto,treino,227,227,RGB,3,JPEG,40845,sim,data/train/myocardial infarctions/MI(130).jpg
assets/ecg/treino/infarto/MI(131).jpg,infarto,treino,227,227,RGB,3,JPEG,41657,sim,data/train/myocardial infarctions/MI(131).jpg
assets/ecg/treino/infarto/MI(132).jpg,infarto,treino,227,227,RGB,3,JPEG,42291,sim,data/train/myocardial infarctions/MI(132).jpg
assets/ecg/treino/infarto/MI(133).jpg,infarto,treino,227,227,RGB,3,JPEG,41545,sim,data/train/myocardial infarctions/MI(133).jpg
assets/ecg/treino/infarto/MI(134).jpg,infarto,treino,227,227,RGB,3,JPEG,42729,sim,data/train/myocardial infarctions/MI(134).jpg
assets/ecg/treino/infarto/MI(135).jpg,infarto,treino,227,227,RGB,3,JPEG,42953,sim,data/train/myocardial infarctions/MI(135).jpg
assets/ecg/treino/infarto/MI(136).jpg,infarto,treino,227,227,RGB,3,JPEG,42419,sim,data/train/myocardial infarctions/MI(136).jpg
assets/ecg/treino/infarto/MI(137).jpg,infarto,treino,227,227,RGB,3,JPEG,42869,sim,data/train/myocardial infarctions/MI(137).jpg
assets/ecg/treino/infarto/MI(138).jpg,infarto,treino,227,227,RGB,3,JPEG,42132,sim,data/train/myocardial infarctions/MI(138).jpg
assets/ecg/treino/infarto/MI(139).jpg,infarto,treino,227,227,RGB,3,JPEG,41176,sim,data/train/myocardial infarctions/MI(139).jpg
assets/ecg/treino/infarto/MI(14).jpg,infarto,treino,227,227,RGB,3,JPEG,42729,sim,data/train/myocardial infarctions/MI(14).jpg
assets/ecg/treino/infarto/MI(140).jpg,infarto,treino,227,227,RGB,3,JPEG,43288,sim,data/train/myocardial infarctions/MI(140).jpg
assets/ecg/treino/infarto/MI(141).jpg,infarto,treino,227,227,RGB,3,JPEG,42085,sim,data/train/myocardial infarctions/MI(141).jpg
assets/ecg/treino/infarto/MI(142).jpg,infarto,treino,227,227,RGB,3,JPEG,43215,sim,data/train/myocardial infarctions/MI(142).jpg
assets/ecg/treino/infarto/MI(143).jpg,infarto,treino,227,227,RGB,3,JPEG,41899,sim,data/train/myocardial infarctions/MI(143).jpg
assets/ecg/treino/infarto/MI(144).jpg,infarto,treino,227,227,RGB,3,JPEG,46928,sim,data/train/myocardial infarctions/MI(144).jpg
assets/ecg/treino/infarto/MI(145).jpg,infarto,treino,227,227,RGB,3,JPEG,40424,sim,data/train/myocardial infarctions/MI(145).jpg
assets/ecg/treino/infarto/MI(146).jpg,infarto,treino,227,227,RGB,3,JPEG,43244,sim,data/train/myocardial infarctions/MI(146).jpg
assets/ecg/treino/infarto/MI(147).jpg,infarto,treino,227,227,RGB,3,JPEG,42480,sim,data/train/myocardial infarctions/MI(147).jpg
assets/ecg/treino/infarto/MI(148).jpg,infarto,treino,227,227,RGB,3,JPEG,43159,sim,data/train/myocardial infarctions/MI(148).jpg
assets/ecg/treino/infarto/MI(149).jpg,infarto,treino,227,227,RGB,3,JPEG,40863,sim,data/train/myocardial infarctions/MI(149).jpg
assets/ecg/treino/infarto/MI(15).jpg,infarto,treino,227,227,RGB,3,JPEG,42953,sim,data/train/myocardial infarctions/MI(15).jpg
assets/ecg/treino/infarto/MI(150).jpg,infarto,treino,227,227,RGB,3,JPEG,42507,sim,data/train/myocardial infarctions/MI(150).jpg
assets/ecg/treino/infarto/MI(151).jpg,infarto,treino,227,227,RGB,3,JPEG,42568,sim,data/train/myocardial infarctions/MI(151).jpg
assets/ecg/treino/infarto/MI(152).jpg,infarto,treino,227,227,RGB,3,JPEG,45586,sim,data/train/myocardial infarctions/MI(152).jpg
assets/ecg/treino/infarto/MI(153).jpg,infarto,treino,227,227,RGB,3,JPEG,41161,sim,data/train/myocardial infarctions/MI(153).jpg
assets/ecg/treino/infarto/MI(154).jpg,infarto,treino,227,227,RGB,3,JPEG,40867,sim,data/train/myocardial infarctions/MI(154).jpg
assets/ecg/treino/infarto/MI(16).jpg,infarto,treino,227,227,RGB,3,JPEG,42419,sim,data/train/myocardial infarctions/MI(16).jpg
assets/ecg/treino/infarto/MI(17).jpg,infarto,treino,227,227,RGB,3,JPEG,42869,sim,data/train/myocardial infarctions/MI(17).jpg
assets/ecg/treino/infarto/MI(18).jpg,infarto,treino,227,227,RGB,3,JPEG,42132,sim,data/train/myocardial infarctions/MI(18).jpg
assets/ecg/treino/infarto/MI(19).jpg,infarto,treino,227,227,RGB,3,JPEG,41176,sim,data/train/myocardial infarctions/MI(19).jpg
assets/ecg/treino/infarto/MI(2).jpg,infarto,treino,227,227,RGB,3,JPEG,45586,sim,data/train/myocardial infarctions/MI(2).jpg
assets/ecg/treino/infarto/MI(20).jpg,infarto,treino,227,227,RGB,3,JPEG,43288,sim,data/train/myocardial infarctions/MI(20).jpg
assets/ecg/treino/infarto/MI(21).jpg,infarto,treino,227,227,RGB,3,JPEG,42085,sim,data/train/myocardial infarctions/MI(21).jpg
assets/ecg/treino/infarto/MI(22).jpg,infarto,treino,227,227,RGB,3,JPEG,43215,sim,data/train/myocardial infarctions/MI(22).jpg
assets/ecg/treino/infarto/MI(23).jpg,infarto,treino,227,227,RGB,3,JPEG,41899,sim,data/train/myocardial infarctions/MI(23).jpg
assets/ecg/treino/infarto/MI(24).jpg,infarto,treino,227,227,RGB,3,JPEG,46928,sim,data/train/myocardial infarctions/MI(24).jpg
assets/ecg/treino/infarto/MI(25).jpg,infarto,treino,227,227,RGB,3,JPEG,40424,sim,data/train/myocardial infarctions/MI(25).jpg
assets/ecg/treino/infarto/MI(26).jpg,infarto,treino,227,227,RGB,3,JPEG,43244,sim,data/train/myocardial infarctions/MI(26).jpg
assets/ecg/treino/infarto/MI(27).jpg,infarto,treino,227,227,RGB,3,JPEG,42480,sim,data/train/myocardial infarctions/MI(27).jpg
assets/ecg/treino/infarto/MI(28).jpg,infarto,treino,227,227,RGB,3,JPEG,43159,sim,data/train/myocardial infarctions/MI(28).jpg
assets/ecg/treino/infarto/MI(29).jpg,infarto,treino,227,227,RGB,3,JPEG,40863,sim,data/train/myocardial infarctions/MI(29).jpg
assets/ecg/treino/infarto/MI(3).jpg,infarto,treino,227,227,RGB,3,JPEG,41161,sim,data/train/myocardial infarctions/MI(3).jpg
assets/ecg/treino/infarto/MI(30).jpg,infarto,treino,227,227,RGB,3,JPEG,42507,sim,data/train/myocardial infarctions/MI(30).jpg
assets/ecg/treino/infarto/MI(31).jpg,infarto,treino,227,227,RGB,3,JPEG,42568,sim,data/train/myocardial infarctions/MI(31).jpg
assets/ecg/treino/infarto/MI(32).jpg,infarto,treino,227,227,RGB,3,JPEG,45586,sim,data/train/myocardial infarctions/MI(32).jpg
assets/ecg/treino/infarto/MI(33).jpg,infarto,treino,227,227,RGB,3,JPEG,41161,sim,data/train/myocardial infarctions/MI(33).jpg
assets/ecg/treino/infarto/MI(34).jpg,infarto,treino,227,227,RGB,3,JPEG,40867,sim,data/train/myocardial infarctions/MI(34).jpg
assets/ecg/treino/infarto/MI(35).jpg,infarto,treino,227,227,RGB,3,JPEG,39894,sim,data/train/myocardial infarctions/MI(35).jpg
assets/ecg/treino/infarto/MI(36).jpg,infarto,treino,227,227,RGB,3,JPEG,44442,sim,data/train/myocardial infarctions/MI(36).jpg
assets/ecg/treino/infarto/MI(37).jpg,infarto,treino,227,227,RGB,3,JPEG,42271,sim,data/train/myocardial infarctions/MI(37).jpg
assets/ecg/treino/infarto/MI(38).jpg,infarto,treino,227,227,RGB,3,JPEG,43474,sim,data/train/myocardial infarctions/MI(38).jpg
assets/ecg/treino/infarto/MI(39).jpg,infarto,treino,227,227,RGB,3,JPEG,43362,sim,data/train/myocardial infarctions/MI(39).jpg
assets/ecg/treino/infarto/MI(4).jpg,infarto,treino,227,227,RGB,3,JPEG,40867,sim,data/train/myocardial infarctions/MI(4).jpg
